(We have not tuned the parameters very carefully)

To show in paper
Epoch:6751.0 Name:fake_and_real_food_ms PSNR:39.29 SAM:6.26 ERGAS:1.14 SSIM:0.981 UQI:0.97
Epoch:7001.0 Name:fake_and_real_food_ms PSNR:39.37 SAM:6.25 ERGAS:1.13 SSIM:0.981 UQI:0.971
Epoch:7251.0 Name:fake_and_real_food_ms PSNR:39.4 SAM:6.23 ERGAS:1.13 SSIM:0.981 UQI:0.972
Epoch:7501.0 Name:fake_and_real_food_ms PSNR:39.47 SAM:6.25 ERGAS:1.12 SSIM:0.981 UQI:0.971
Epoch:7751.0 Name:fake_and_real_food_ms PSNR:39.5 SAM:6.27 ERGAS:1.12 SSIM:0.981 UQI:0.972
Epoch:8001.0 Name:fake_and_real_food_ms PSNR:39.54 SAM:6.26 ERGAS:1.11 SSIM:0.982 UQI:0.972
Epoch:8251.0 Name:fake_and_real_food_ms PSNR:39.54 SAM:6.23 ERGAS:1.11 SSIM:0.982 UQI:0.973
Epoch:8501.0 Name:fake_and_real_food_ms PSNR:39.61 SAM:6.26 ERGAS:1.1 SSIM:0.982 UQI:0.972
Epoch:8751.0 Name:fake_and_real_food_ms PSNR:39.61 SAM:6.33 ERGAS:1.1 SSIM:0.982 UQI:0.972
Epoch:9001.0 Name:fake_and_real_food_ms PSNR:39.61 SAM:6.44 ERGAS:1.1 SSIM:0.982 UQI:0.972
Epoch:9251.0 Name:fake_and_real_food_ms PSNR:39.63 SAM:6.61 ERGAS:1.1 SSIM:0.982 UQI:0.972
Epoch:9501.0 Name:fake_and_real_food_ms PSNR:39.63 SAM:6.78 ERGAS:1.1 SSIM:0.981 UQI:0.971
Epoch:9751.0 Name:fake_and_real_food_ms PSNR:39.63 SAM:6.91 ERGAS:1.1 SSIM:0.981 UQI:0.971
Epoch:10001.0 Name:fake_and_real_food_ms PSNR:39.63 SAM:6.96 ERGAS:1.1 SSIM:0.981 UQI:0.971

=============================
Yours:
